"Dataset","DefectNum","ModuleNum","DefectRate","ImbLevel","Metrics","Classifier","ImbLearner","ImbLearnerType","AUC","MCC","ImbGroup","dset","bMCC","dMCC"
"synapse-1.2",86,256,0.3359375,1.976744186,"PROC","SVM","Y","UOS",0.6244,0.2802,"Low IR","synapse-1.2",0.174,0.1062
"velocity-1.6",78,229,0.340611354,1.935897436,"PROC","SVM","Y","UOS",0.6582,0.3769,"Low IR","velocity-1.6",0.2872,0.0897
"xerces-1.2",71,440,0.161363636,5.197183099,"PROC","SVM","Y","UOS",0.5289,0.0729,"M&H IR","xerces-1.2",0,0.0729
"xerces-1.3",69,453,0.152317881,5.565217391,"PROC","SVM","Y","UOS",0.537,0.1099,"M&H IR","xerces-1.3",0.0109,0.099
"ant-1.3",20,125,0.16,5.25,"PROC","SVM","Y","US",0.607,0.2161,"M&H IR","ant-1.3",-0.0013,0.2174
"ant-1.4",40,178,0.224719101,3.45,"PROC","SVM","Y","US",0.5155,0.037,"Low IR","ant-1.4",-0.0013,0.0383
"ant-1.5",32,293,0.109215017,8.15625,"PROC","SVM","Y","US",0.7368,0.3789,"M&H IR","ant-1.5",0,0.3789
"ant-1.6",92,351,0.262108262,2.815217391,"PROC","SVM","Y","US",0.7005,0.4166,"Low IR","ant-1.6",0.3126,0.104
"camel-1.0",13,339,0.038348083,25.07692308,"PROC","SVM","Y","US",0.6601,0.1879,"M&H IR","camel-1.0",0,0.1879
"camel-1.2",216,608,0.355263158,1.814814815,"PROC","SVM","Y","US",0.5718,0.1748,"Low IR","camel-1.2",0.0052,0.1696
"camel-1.4",145,872,0.166284404,5.013793103,"PROC","SVM","Y","US",0.6047,0.1848,"M&H IR","camel-1.4",0,0.1848
"camel-1.6",188,965,0.194818653,4.132978723,"PROC","SVM","Y","US",0.5164,0.0441,"M&H IR","camel-1.6",0,0.0441
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"PROC","SVM","Y","US",0.7229,0.433,"Low IR","Eclipse_JDT_Core",0.2753,0.1577
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"PROC","SVM","Y","US",0.6302,0.2343,"M&H IR","Eclipse_PDE_UI",0,0.2343
"Equinox_Framework",129,324,0.398148148,1.511627907,"PROC","SVM","Y","US",0.6874,0.4292,"Low IR","Equinox_Framework",0.3973,0.0319
"ivy-2.0",40,352,0.113636364,7.8,"PROC","SVM","Y","US",0.703,0.3292,"M&H IR","ivy-2.0",-0.0031,0.3323
"jedit-3.2",90,272,0.330882353,2.022222222,"PROC","SVM","Y","US",0.5651,0.159,"Low IR","jedit-3.2",0.0756,0.0834
"jedit-4.0",75,306,0.245098039,3.08,"PROC","SVM","Y","US",0.6772,0.4217,"Low IR","jedit-4.0",0.2429,0.1788
"jedit-4.1",79,312,0.253205128,2.949367089,"PROC","SVM","Y","US",0.6655,0.3695,"Low IR","jedit-4.1",0.3072,0.0623
"jedit-4.2",48,367,0.130790191,6.645833333,"PROC","SVM","Y","US",0.6509,0.3826,"M&H IR","jedit-4.2",0.1612,0.2214
"jedit-4.3",11,492,0.022357724,43.72727273,"PROC","SVM","Y","US",0.6303,0.1496,"M&H IR","jedit-4.3",0,0.1496
"log4j-1.0",34,135,0.251851852,2.970588235,"PROC","SVM","Y","US",0.722,0.4722,"Low IR","log4j-1.0",0.4628,0.00940000000000002
"Lucene",64,691,0.092619392,9.796875,"PROC","SVM","Y","US",0.6558,0.3387,"M&H IR","Lucene",0.0406,0.2981
"Mylyn",245,1862,0.131578947,6.6,"PROC","SVM","Y","US",0.5864,0.216,"M&H IR","Mylyn",0,0.216
"poi-2.0",37,314,0.117834395,7.486486486,"PROC","SVM","Y","US",0.589,0.2001,"M&H IR","poi-2.0",0,0.2001
"synapse-1.0",16,157,0.101910828,8.8125,"PROC","SVM","Y","US",0.6519,0.2529,"M&H IR","synapse-1.0",0,0.2529
